
> gmstore@0.1.0 dev
> next dev

▲ Next.js 16.2.7 (Turbopack)
- Local:         http://localhost:3000
- Network:       http://192.168.219.1:3000
- Environments: .env.local, .env
 GET /api/products?limit=50 200 in 129ms (next.js: 19ms, application-code: 110ms)
 GET /api/categories 200 in 80ms (next.js: 26ms, application-code: 54ms)
 GET /api/products/jewel-99-1781403890453 200 in 176ms (next.js: 46ms, application-code: 130ms)
 GET /api/products?featured=true&limit=10 200 in 139ms (next.js: 37ms, application-code: 102ms)
 GET /api/products?discount=true&limit=10 200 in 137ms (next.js: 44ms, application-code: 92ms)
 GET /api/products/best-sellers 200 in 93ms (next.js: 22ms, application-code: 71ms)
 GET /api/categories 200 in 43ms (next.js: 10ms, application-code: 32ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 87ms (next.js: 19ms, application-code: 68ms)
 GET /api/banners 200 in 47ms (next.js: 19ms, application-code: 28ms)
 GET /api/categories 200 in 51ms (next.js: 21ms, application-code: 30ms)
 GET /api/products?featured=true&limit=10 200 in 82ms (next.js: 11ms, application-code: 71ms)
 GET /api/products/jewel-99-1781403890453 200 in 119ms (next.js: 32ms, application-code: 87ms)
 GET /api/products?discount=true&limit=10 200 in 86ms (next.js: 8ms, application-code: 78ms)
 GET /api/products/best-sellers 200 in 92ms (next.js: 29ms, application-code: 62ms)
 GET /api/banners 200 in 49ms (next.js: 17ms, application-code: 32ms)
 GET /api/categories 200 in 52ms (next.js: 28ms, application-code: 24ms)
 GET /api/favorites 401 in 51ms (next.js: 41ms, application-code: 10ms)
 GET /api/products/best-sellers 200 in 80ms (next.js: 22ms, application-code: 58ms)
 GET /api/products?featured=true&limit=10 200 in 103ms (next.js: 17ms, application-code: 86ms)
 GET /api/products?discount=true&limit=10 200 in 111ms (next.js: 35ms, application-code: 76ms)
 GET /api/banners 200 in 84ms (next.js: 27ms, application-code: 58ms)
 GET /api/categories 200 in 89ms (next.js: 37ms, application-code: 52ms)
 GET /api/products?discount=true&limit=10 200 in 131ms (next.js: 14ms, application-code: 118ms)
 GET /api/products/best-sellers 200 in 124ms (next.js: 53ms, application-code: 71ms)
 GET /api/products?featured=true&limit=10 200 in 153ms (next.js: 44ms, application-code: 109ms)
 GET /api/categories 200 in 31ms (next.js: 6ms, application-code: 25ms)
 GET /api/categories 200 in 74ms (next.js: 38ms, application-code: 36ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 143ms (next.js: 16ms, application-code: 128ms)
 GET /api/banners 200 in 66ms (next.js: 35ms, application-code: 31ms)
 GET /api/products?limit=50 200 in 155ms (next.js: 26ms, application-code: 129ms)
 GET /api/categories 200 in 46ms (next.js: 17ms, application-code: 29ms)
 GET /api/products/jewel-99-1781403890453 200 in 123ms (next.js: 44ms, application-code: 79ms)
 GET /api/products?featured=true&limit=10 200 in 134ms (next.js: 25ms, application-code: 109ms)
 GET /api/products?discount=true&limit=10 200 in 101ms (next.js: 13ms, application-code: 89ms)
 GET /api/products/best-sellers 200 in 113ms (next.js: 23ms, application-code: 89ms)
 GET /api/categories 200 in 46ms (next.js: 17ms, application-code: 28ms)
 GET /api/banners 200 in 47ms (next.js: 12ms, application-code: 35ms)
 GET /api/categories 200 in 48ms (next.js: 22ms, application-code: 25ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 137ms (next.js: 29ms, application-code: 108ms)
 GET /api/products?featured=true&limit=10 200 in 115ms (next.js: 20ms, application-code: 95ms)
 GET /api/banners 200 in 82ms (next.js: 32ms, application-code: 49ms)
 GET /api/products/jewel-99-1781403890453 200 in 126ms (next.js: 16ms, application-code: 110ms)
 GET /api/products/best-sellers 200 in 103ms (next.js: 26ms, application-code: 76ms)
 GET /api/products?discount=true&limit=10 200 in 116ms (next.js: 17ms, application-code: 99ms)
 GET /api/categories 200 in 44ms (next.js: 7ms, application-code: 36ms)
 GET /api/products?featured=true&limit=10 200 in 100ms (next.js: 18ms, application-code: 82ms)
 GET /api/favorites 401 in 120ms (next.js: 45ms, application-code: 75ms)
 GET /api/products?discount=true&limit=10 200 in 202ms (next.js: 28ms, application-code: 174ms)
 GET /api/products/best-sellers 200 in 182ms (next.js: 22ms, application-code: 160ms)
 GET /api/categories 200 in 69ms (next.js: 12ms, application-code: 57ms)
 GET /api/banners 200 in 72ms (next.js: 20ms, application-code: 52ms)
 GET /api/products/best-sellers 200 in 110ms (next.js: 32ms, application-code: 78ms)
 GET /api/products?discount=true&limit=10 200 in 124ms (next.js: 43ms, application-code: 81ms)
 GET /api/products?featured=true&limit=10 200 in 150ms (next.js: 50ms, application-code: 99ms)
 GET /api/categories 200 in 28ms (next.js: 6ms, application-code: 21ms)
 GET /api/products?limit=50 200 in 70ms (next.js: 16ms, application-code: 54ms)
 GET /api/banners 200 in 53ms (next.js: 5ms, application-code: 47ms)
 GET /api/categories 200 in 67ms (next.js: 17ms, application-code: 50ms)
 GET /api/products?featured=true&limit=10 200 in 96ms (next.js: 28ms, application-code: 68ms)
 GET /api/products/best-sellers 200 in 89ms (next.js: 42ms, application-code: 47ms)
 GET /api/products?discount=true&limit=10 200 in 105ms (next.js: 25ms, application-code: 80ms)
 GET /api/categories 200 in 44ms (next.js: 19ms, application-code: 26ms)
 GET /api/categories 200 in 45ms (next.js: 8ms, application-code: 37ms)
 GET /api/products?category=cmqa7nsbw0004vhlk9nf9csih&limit=50 200 in 88ms (next.js: 15ms, application-code: 73ms)
 GET /api/products?limit=50 200 in 106ms (next.js: 20ms, application-code: 86ms)
 GET /api/banners 200 in 58ms (next.js: 10ms, application-code: 48ms)
 GET /api/categories 200 in 47ms (next.js: 21ms, application-code: 26ms)
 GET /api/products/jewel-99-1781403890453 200 in 105ms (next.js: 22ms, application-code: 83ms)
 GET /api/products?featured=true&limit=10 200 in 106ms (next.js: 23ms, application-code: 83ms)
 GET /api/products/best-sellers 200 in 97ms (next.js: 20ms, application-code: 77ms)
